Building Code,Room Name,Room URL
MB,MB248,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB248
MB,MB249,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB249
MB,MB302,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB302
MB,MB305,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB305
MB,MB308,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB308
MB,MB315,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB315
MB,MB317,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB317
MB,MB320,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB320
MB,MB336,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB336
MB,MB337,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB337
MB,MB341,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB341
MB,MBFOY,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MBFOY
ME,ME007,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME007
ME,ME010,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME010
ME,ME011,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME011
ME,ME020,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME020
ME,ME035,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME035
ME,ME104,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME104
ME,ME111,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME111
ME,ME113,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME113
ME,ME113a,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME113a
ME,ME125,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME125
ME,ME203,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME203
ME,ME204,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME204
ME,ME207,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME207
ME,ME208,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME208
ME,ME209,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME209
ME,ME210,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME210
ME,ME211,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME211
ME,ME212,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME212
ME,ME213,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME213
ME,ME214,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME214
ME,ME215,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME215
ME,ME216,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME216
ME,ME218,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME218
ME,ME220,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME220
ME,ME223,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME223
ME,ME226,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME226
ME,ME234,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME234
ME,ME235,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME235
ME,ME236,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME236
ME,ME238,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME238
ME,ME239,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME239
ME,ME240,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME240
ME,ME241,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME241
ME,ME242,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME242
ME,ME243,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME243
ME,ME244,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME244
ME,ME246,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME246
ME,ME312,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME312
ME,ME313,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME313
ME,ME314,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME314
ME,ME315,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME315
ME,ME317,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME317
ME,ME320,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME320
ME,ME323,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME323
ME,ME325,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME325
ME,ME419,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME419
ME,ME420,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME420
ME,ME425,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME425
ME,ME428,http://apps.uclan.ac.uk/MvCRoomTimetable/ME/ME428
STF,STFFS,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFFS
STF,STFSH1,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFSH1
STF,STFSH2,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFSH2
STF,STFSQ,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFSQ
STF,STFSTB,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFSTB
STF,STFSTR,http://apps.uclan.ac.uk/MvCRoomTimetable/STF/STFSTR
SU,SU,http://apps.uclan.ac.uk/MvCRoomTimetable/SU/SU
SU,53D,http://apps.uclan.ac.uk/MvCRoomTimetable/SU/53D
VE,VE011,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE011
VE,VE014,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE014
VE,VE015,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE015
VE,VE016,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE016
VE,VE017,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE017
VE,VE024,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE024
VE,VE026,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE026
VE,VE028,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE028
VE,VE057,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE057
VE,VE060a,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE060a
VE,VE060b,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE060b
VE,VE069,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE069
VE,VE080,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VE080
VE,VELT,http://apps.uclan.ac.uk/MvCRoomTimetable/VE/VELT
VB,VB001,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB001
VB,VB002,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB002
VB,VB002A,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB002A
VB,VB002B,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB002B
VB,VB002C,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB002C
VB,VB003A,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB003A
VB,VB003B,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB003B
VB,VB003C,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB003C
VB,VB005,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB005
VB,VB005b,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB005b
VB,VB013,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB013
VB,VB014,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB014
VB,VB015,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB015
VB,VB016,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB016
VB,VB019a,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB019a
VB,VB019b,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB019b
VB,VB019c,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB019c
VB,VB022,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB022
VB,VB026,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB026
VB,VB026a,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB026a
VB,VB035,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB035
VB,VB047,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB047
VB,VB048,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB048
VB,VB049,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB049
VB,VB051,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB051
VB,VB052,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB052
VB,VB055,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB055
VB,VB056,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB056
VB,VB056a,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB056a
VB,VB101,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB101
VB,VB103,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB103
VB,VB104,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB104
VB,VB105,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB105
VB,VB106,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB106
VB,VB107,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB107
VB,VB108,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB108
VB,VB109,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB109
VB,VB110,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB110
VB,VB111,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB111
VB,VB112,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB112
VB,VB113,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB113
VB,VB115,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB115
VB,VB119,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB119
VB,VB120,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB120
VB,VB120a,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB120a
VB,VB201,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB201
VB,VB204,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB204
VB,VB208,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB208
VB,VB209,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB209
VB,VB212,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB212
VB,VB213,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB213
VB,VB214,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB214
VB,VB214A,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB214A
VB,VB216,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB216
VB,VB220,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB220
VB,VB225,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB225
VB,VB225A,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB225A
VB,VB304,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB304
VB,VB307,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB307
VB,VB308,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB308
VB,VB320,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB320
VB,VB325,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB325
VB,VB326,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB326
VB,VB331,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB331
VB,VB332,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB332
VB,VB333,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB333
VB,VB334,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB334
VB,VB335,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB335
VB,VB338,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB338
VB,VB339,http://apps.uclan.ac.uk/MvCRoomTimetable/VB/VB339
WB,WB011,http://apps.uclan.ac.uk/MvCRoomTimetable/WB/WB011
WB,WB014,http://apps.uclan.ac.uk/MvCRoomTimetable/WB/WB014
WB,WB020,http://apps.uclan.ac.uk/MvCRoomTimetable/WB/WB020
WB,WB021,http://apps.uclan.ac.uk/MvCRoomTimetable/WB/WB021
33ES,14M001,http://apps.uclan.ac.uk/MvCRoomTimetable/33ES/14M001
33ES,33Es003,http://apps.uclan.ac.uk/MvCRoomTimetable/33ES/33Es003
33ES,33Es101,http://apps.uclan.ac.uk/MvCRoomTimetable/33ES/33Es101
